DS#,Vendor,Product Name,Lifecycle,Amazon,Walmart 1P,Walmart 3P,TikTok Shop,Best Buy,NocNoc,Shopify (Face2FaceFun),Toys R Us,eBay,Target Plus,Open Cases,Channels Live
5531464,Family Games America,DON'T BREAK THE BOTTLE WINE PUZZLE - ORIGINAL,active,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,0,0
5531465,Family Games America,DON'T BREAK THE BOTTLE WINE PUZZLE - CORKSCREW,active,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,0,0
5531466,Family Games America,GUZZLER DRINKING GAMES,active,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,0,0
5531016,First 4 Figures,Animal Crossing: New Horizons – Isabelle,active,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,0,0
5531017,First 4 Figures,Animal Crossing: New Horizons – K.K. Slider,active,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,0,0
5531018,First 4 Figures,Animal Crossing: New Horizons – Tom Nook,active,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,0,0
5531019,First 4 Figures,Crash Bandicoot (Standard Edition),active,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,0,0
5531020,First 4 Figures,Dark Souls: Sif the Great Grey Wolf SD (Standard Edition),active,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,0,0
5531021,First 4 Figures,Darkstalkers – Morrigan Aensland,active,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,0,0
5531022,First 4 Figures,Darkstalkers – Morrigan Aensland (Player 2 Variant),active,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,0,0
5531023,First 4 Figures,Kirby and the Goal Door (Collector's Edition),active,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,0,0
5531024,First 4 Figures,Kirby and the Goal Door (Standard Edition),active,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,0,0
5531025,First 4 Figures,Luigi's Mansion 3 - Luigi Standard Edition,active,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,0,0
5531026,First 4 Figures,Luigi's Mansion 3 (Collector's Edition),active,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,0,0
5531027,First 4 Figures,Mario Kart - Mario (Collector's Edition),active,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,0,0
5531028,First 4 Figures,Mario Kart - Mario (Standard Edition),active,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,0,0
5531029,First 4 Figures,Metal Gear Solid: Solid Snake SD (Standard Edition),active,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,0,0
5531030,First 4 Figures,Metroid Prime™ - Samus Gravity Suit PVC,active,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,0,0
5531031,First 4 Figures,Metroid Prime™ - Samus Gravity Suit PVC (Collector's Edition),active,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,0,0
5531032,First 4 Figures,Metroid Prime™ - Samus Phazon Suit PVC,active,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,0,0
5531033,First 4 Figures,Metroid Prime™ - Samus Phazon Suit PVC (Collector's Edition),active,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,0,0
5531034,First 4 Figures,Metroid Prime™ - Samus Varia Suit PVC,active,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,0,0
5531035,First 4 Figures,Metroid Prime™ - Samus Varia Suit PVC (Collector's Edition),active,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,0,0
5531036,First 4 Figures,Okami: Oki Wolf Form (Standard Edition),active,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,0,0
5531037,First 4 Figures,Okami: Shiranui PVC (Celestial Howl) - Standard Edition,active,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,0,0
5531038,First 4 Figures,Okami: Shiranui PVC (Normal Pose) - Standard Edition,active,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,0,0
5531039,First 4 Figures,Ōkamiden - Chibiterasu PVC (Standard Edition),active,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,0,0
5531040,First 4 Figures,Persona 5 - Joker PVC,active,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,0,0
5531041,First 4 Figures,Persona 5 - Joker PVC (Collector's Edition),active,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,0,0
5531042,First 4 Figures,Sonic the Hedgehog - Sonic Adventure,active,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,0,0
5531043,First 4 Figures,Sonic the Hedgehog - Sonic Adventure (Collector's Edition),active,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,0,0
5531044,First 4 Figures,Sonic The Hedgehog: Sonic (Collector's Edition),active,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,0,0
5531045,First 4 Figures,Sonic The Hedgehog: Sonic (Standard Edition),active,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,0,0
5531046,First 4 Figures,Spyro The Dragon (Standard Edition),active,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,0,0
5531047,First 4 Figures,Spyro™ 2: Classic Ripto's Rage (Standard Edition),active,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,0,0
5531048,First 4 Figures,Tears of the Kingdom - Link,active,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,0,0
5531049,First 4 Figures,The Legend of Zelda: Breath of the Wild: Daruk (Collector's edition),active,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,0,0
5531050,First 4 Figures,The Legend of Zelda: Breath of the Wild: Daruk (Standard edition),active,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,0,0
5531051,First 4 Figures,The Legend of Zelda: Breath of the Wild: Hylian Shield (Collector's edition),active,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,0,0
5531052,First 4 Figures,The Legend of Zelda: Breath of the Wild: Hylian Shield (Standard edition),active,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,0,0
5531053,First 4 Figures,The Legend of Zelda: Breath of the Wild: Link (Collector's edition),active,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,0,0
5531054,First 4 Figures,The Legend of Zelda: Breath of the Wild: Link (Standard edition),active,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,0,0
5531055,First 4 Figures,The Legend of Zelda: Breath of the Wild: Mipha  (Collector's edition),active,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,0,0
5531056,First 4 Figures,The Legend of Zelda: Breath of the Wild: Mipha (Standard edition),active,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,0,0
5531057,First 4 Figures,The Legend of Zelda: Breath of the Wild: Revali (Collector's edition),active,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,0,0
5531058,First 4 Figures,The Legend of Zelda: Breath of the Wild: Revali (Standard edition),active,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,0,0
5531059,First 4 Figures,The Legend of Zelda: Breath of the Wild: Urbosa (Collector's edition),active,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,0,0
5531060,First 4 Figures,The Legend of Zelda: Breath of the Wild: Urbosa (Standard Edition),active,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,0,0
5531061,First 4 Figures,The Legend of Zelda: Breath of the Wild: Zelda (Collector's edition),active,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,0,0
5531062,First 4 Figures,The Legend of Zelda: Breath of the Wild: Zelda (Standard edition),active,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,0,0
5531063,First 4 Figures,The Legend of Zelda: Majora's Mask (Collector's edition),active,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,0,0
5531064,First 4 Figures,The Legend of Zelda: Majora's Mask (Standard edition),active,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,0,0
5531065,First 4 Figures,Yu-Gi-Oh! - Red-Eyes B. Dragon Black Edition,active,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,0,0
5531066,First 4 Figures,Yu-Gi-Oh! - Red-Eyes B. Dragon Purple Edition,active,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,0,0
5531067,First 4 Figures,Yu-Gi-Oh! Blue Eyes White Dragon - Standard Edition - Silver,active,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,0,0
5531068,First 4 Figures,Yu-Gi-Oh! Blue Eyes White Dragon - Standard Edition - White,active,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,0,0
5531069,First 4 Figures,Yu-Gi-Oh! Dark Magician (Blue Variant) - Standard Edition,active,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,0,0
5531070,First 4 Figures,Yu-Gi-Oh! Dark Magician (Purple Variant) - Standard Edition,active,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,0,0
5531071,First 4 Figures,Yu-Gi-Oh! Dark Magician Girl (Pastel Edition) - Standard Edition,active,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,0,0
5531072,First 4 Figures,Yu-Gi-Oh! Dark Magician Girl (Vibrant Edition) - Standard Edition,active,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,0,0
5531073,First 4 Figures,FiGGYZ - Street Fighter 2 - Ryu,active,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,0,0
5531074,First 4 Figures,FiGGYZ - Street Fighter 2 - Chun Li,active,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,0,0
5531075,First 4 Figures,FiGGYZ - Street Fighter 2 - Ken,active,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,0,0
5531076,First 4 Figures,FiGGYZ - Street Fighter 2 - Guile,active,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,0,0
5531077,First 4 Figures,FiGGYZ - Yu-Gi-Oh! - Yami Yugi,active,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,0,0
5531078,First 4 Figures,FiGGYZ - Yu-Gi-Oh! - Dark Magician,active,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,0,0
5531079,First 4 Figures,FiGGYZ - Yu-Gi-Oh! - Dark Magician Girl,active,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,0,0
5531080,First 4 Figures,FiGGYZ - Yu-Gi-Oh! - Black Luster Soldier,active,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,0,0
5531081,First 4 Figures,FiGGYZ - Frieren: Beyond Journey's End - Frieren,active,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,0,0
5531082,First 4 Figures,FiGGYZ - Frieren: Beyond Journey's End - Fern,active,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,0,0
5531083,First 4 Figures,FiGGYZ - Frieren: Beyond Journey's End - Stark,active,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,0,0
5531084,First 4 Figures,FiGGYZ - Sea of Thieves - Captain Flameheart,active,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,0,0
5531085,First 4 Figures,FiGGYZ - Sea of Thieves - Captain Briggsy,active,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,0,0
5531086,First 4 Figures,FiGGYZ - Sea of Thieves - The Gold Hoarder,active,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,0,0
5531087,First 4 Figures,FiGGYZ - Castlevania - Shanoa,active,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,0,0
5531088,First 4 Figures,FiGGYZ - Castlevania - Jonathan Morris,active,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,0,0
5531089,First 4 Figures,FiGGYZ - Castlevania - Soma Cruz,active,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,0,0
5531090,First 4 Figures,FiGGYZ - Metaphor: ReFantazio - Protagonist,active,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,0,0
5531091,First 4 Figures,FiGGYZ - Metaphor: ReFantazio - Gallica,active,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,0,0
5531092,First 4 Figures,FiGGYZ - Metaphor: ReFantazio - Strohl,active,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,0,0
5531093,First 4 Figures,FiGGYZ - Metaphor: ReFantazio - Hulkenberg,active,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,0,0
5531094,First 4 Figures,FiGGYZ - Metaphor: ReFantazio - Heismay,active,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,0,0
5531095,First 4 Figures,FiGGYZ - Sonic the Hedgehog (Classic) - Sonic,active,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,0,0
5531096,First 4 Figures,FiGGYZ - Sonic the Hedgehog (Classic) - Tails,active,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,0,0
5531097,First 4 Figures,FiGGYZ - Sonic the Hedgehog (Classic) - Knuckles,active,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,0,0
5531098,First 4 Figures,FiGGYZ - Sonic the Hedgehog (Classic) - Metal Sonic,active,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,0,0
5531099,First 4 Figures,FiGGYZ - Cowboy Bebop - Spike Spiegel,active,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,0,0
5531100,First 4 Figures,FiGGYZ - Cowboy Bebop - Jet Black,active,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,0,0
5531101,First 4 Figures,FiGGYZ - Cowboy Bebop - Faye Valentine,active,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,0,0
5531102,First 4 Figures,FiGGYZ - Cowboy Bebop - Ed & Ein,active,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,0,0
5531103,First 4 Figures,FiGGYZ - Banjo-Kazooie - Banjo,active,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,0,0
5531104,First 4 Figures,FiGGYZ - Banjo-Kazooie - Kazooie,active,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,0,0
5531105,First 4 Figures,FiGGYZ - Banjo-Kazooie - Gruntilda,active,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,0,0
5531106,First 4 Figures,FiGGYZ - Darksiders - War,active,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,0,0
5531107,First 4 Figures,FiGGYZ - Darksiders - Death,active,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,0,0
5531108,First 4 Figures,FiGGYZ - Darksiders - Fury,active,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,0,0
5531109,First 4 Figures,FiGGYZ - Darksiders - Strife,active,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,0,0
5531110,First 4 Figures,FiGGYZ - Mega Man - X,active,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,0,0
5531111,First 4 Figures,FiGGYZ - Mega Man - Zero,active,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,0,0
5531112,First 4 Figures,FiGGYZ - Mega Man - X Ultimate Armour,active,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,0,0
5531113,First 4 Figures,FiGGYZ - Frieren: Beyond Journey's End - Frieren in Mimic,active,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,0,0
5531114,First 4 Figures,FiGGYZ - Frieren: Beyond Journey's End - Himmel,active,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,0,0
5531115,First 4 Figures,FiGGYZ - Frieren: Beyond Journey's End - Heiter,active,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,0,0
5531116,First 4 Figures,FiGGYZ - Frieren: Beyond Journey's End - Eisen,active,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,0,0
5531117,First 4 Figures,FiGGYZ - Shenmue - Ryo Hazuki,active,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,0,0
5531118,First 4 Figures,FiGGYZ - Shenmue - Shenhua Ling,active,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,0,0
5531119,First 4 Figures,FiGGYZ - Shenmue - Lan Di,active,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,0,0
5531120,First 4 Figures,FiGGYZ - Shenmue - Wuying Ren,active,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,0,0
5531121,First 4 Figures,FiGGYZ - Metal Gear Solid 1 - Solid Snake,active,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,0,0
5531122,First 4 Figures,FiGGYZ - Metal Gear Solid 1 - Psycho Mantis,active,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,0,0
5531123,First 4 Figures,FiGGYZ - Metal Gear Solid 1 - Liquid Snake,active,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,0,0
5531124,First 4 Figures,FiGGYZ - Metal Gear Solid 1 - Cyborg Ninja,active,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,0,0
5531125,First 4 Figures,FiGGYZ - Silent Hill 2 - James Sunderland,active,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,0,0
5531126,First 4 Figures,FiGGYZ - Silent Hill 2 - Maria,active,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,0,0
5531127,First 4 Figures,FiGGYZ - Silent Hill 2 - Bubblehead Nurse,active,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,0,0
5531128,First 4 Figures,FiGGYZ - Silent Hill 2 - Red Pyramid Thing,active,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,0,0
5531129,First 4 Figures,FiGGYZ - Sonic the Hedgehog (Classic) - Sonic-Act Clear,active,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,0,0
5531130,First 4 Figures,FiGGYZ - Sonic the Hedgehog (Classic) - Amy,active,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,0,0
5531131,First 4 Figures,FiGGYZ - Sonic the Hedgehog (Classic) - Super Sonic,active,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,0,0
5531132,First 4 Figures,FiGGYZ - Sonic the Hedgehog (Classic) - Dr. Eggman,active,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,0,0
5531133,First 4 Figures,FiGGYZ - Persona 5 - Joker,active,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,0,0
5531134,First 4 Figures,FiGGYZ - Persona 5 - Mona,active,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,0,0
5531135,First 4 Figures,FiGGYZ - Persona 5 - Panther,active,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,0,0
5531136,First 4 Figures,FiGGYZ - Suikoden - Hero,active,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,0,0
5531137,First 4 Figures,FiGGYZ - Suikoden - Ted,active,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,0,0
5531138,First 4 Figures,FiGGYZ - Suikoden 2 - Hero 2,active,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,0,0
5531139,First 4 Figures,FiGGYZ - Suikoden 2 - Jowy,active,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,0,0
5531140,First 4 Figures,FiGGYZ - Shin Megami Tensei V Vengeance - Nahobino,active,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,0,0
5531141,First 4 Figures,FiGGYZ - Shin Megami Tensei V Vengeance - Nahobino (New Form),active,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,0,0
5531142,First 4 Figures,FiGGYZ - Shin Megami Tensei V Vengeance - Aogami,active,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,0,0
5531143,First 4 Figures,FiGGYZ - Shin Megami Tensei V Vengeance - Yoko Hiromine,active,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,0,0
5531144,First 4 Figures,FiGGYZ - Shin Megami Tensei V Vengeance - Jack Frost,active,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,0,0
5531145,First 4 Figures,FiGGYZ - Conker's Bad Fur Day - Conker,active,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,0,0
5531146,First 4 Figures,FiGGYZ - Conker's Bad Fur Day - Berry,active,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,0,0
5531147,First 4 Figures,FiGGYZ - Conker's Bad Fur Day - Panther King,active,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,0,0
5531148,First 4 Figures,FiGGYZ - Skies of Arcadia - Vyse,active,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,0,0
5531149,First 4 Figures,FiGGYZ - Skies of Arcadia - Aika,active,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,0,0
5531150,First 4 Figures,FiGGYZ - Skies of Arcadia - Fina,active,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,0,0
5531151,First 4 Figures,FiGGYZ - Sea of Thieves - Kraken,active,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,0,0
5531152,First 4 Figures,FiGGYZ - Sea of Thieves - The Hungering One,active,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,0,0
5531153,First 4 Figures,FiGGYZ - Sea of Thieves - The Pirate Lord,active,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,0,0
5531154,First 4 Figures,FiGGYZ - Yu-Gi-Oh! - Seto Kaiba,active,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,0,0
5531155,First 4 Figures,FiGGYZ - Yu-Gi-Oh! - Blue-Eyes Ultimate Dragon,active,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,0,0
5531156,First 4 Figures,FiGGYZ - Yu-Gi-Oh! - Blue-Eyes White Dragon,active,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,0,0
5531157,First 4 Figures,FiGGYZ - Yu-Gi-Oh! - Saggi the Dark Clown,active,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,0,0
5531158,First 4 Figures,FiGGYZ - Metal Gear Solid 2 - Solid Snake (Hero Pose),active,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,0,0
5531159,First 4 Figures,FiGGYZ - Metal Gear Solid 2 - Raiden,active,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,0,0
